"","word","Volume 2 (1843-1858)","Volume 7 (1863-1865)","sum_word_counts"
"5593","7615",1,0,1
"5594","776,682,361.57",0,1,1
"5595","78,000",1,0,1
"5596","79,775",1,0,1
"5597","793",0,1,1
"5598","8.40",0,1,1
"5599","8.45",0,1,1
"5600","85,000",1,0,1
"5601","85,733,292.77",0,1,1
"5602","884,076,646.57",0,1,1
"5603","9.20",0,1,1
"5604","9.45",0,1,1
"5605","96,739,905.73",0,1,1
"5606","abatement",1,0,1
"5607","abed",1,0,1
"5608","abel",1,0,1
"5609","abhors",1,0,1
"5610","abler",0,1,1
"5611","abner",1,0,1
"5612","aboard",0,1,1
"5613","abounds",0,1,1
"5614","abovementioned",1,0,1
"5615","abrogating",0,1,1
"5616","absolve",0,1,1
"5617","absorbs",0,1,1
"5618","abstain",0,1,1
"5619","abstraction",0,1,1
"5620","abstracts",1,0,1
"5621","acceding",1,0,1
"5622","accents",0,1,1
"5623","access",0,1,1
"5624","accessions",1,0,1
"5625","accidentally",1,0,1
"5626","accommodation",1,0,1
"5627","accompaniments",0,1,1
"5628","accompany",1,0,1
"5629","accorded",0,1,1
"5630","accredited",0,1,1
"5631","accrued",1,0,1
"5632","accumulated",1,0,1
"5633","accumulating",1,0,1
"5634","accuracy",0,1,1
"5635","ace",1,0,1
"5636","achieve",0,1,1
"5637","achieved",1,0,1
"5638","acknowledgments",0,1,1
"5639","acquaintances",0,1,1
"5640","acre",1,0,1
"5641","activity",0,1,1
"5642","actor",1,0,1
"5643","actuated",0,1,1
"5644","actuates",1,0,1
"5645","adam",1,0,1
"5646","adapt",0,1,1
"5647","adequately",1,0,1
"5648","adherents",1,0,1
"5649","adheres",1,0,1
"5650","adhesion",0,1,1
"5651","adjourn",1,0,1
"5652","adjourning",1,0,1
"5653","adjudications",0,1,1
"5654","adjusting",0,1,1
"5655","administering",0,1,1
"5656","administrations",1,0,1
"5657","administrative",0,1,1
"5658","admiralty",0,1,1
"5659","admirer",1,0,1
"5660","admirers",1,0,1
"5661","adroitness",1,0,1
"5662","advertised",1,0,1
"5663","advertiser",1,0,1
"5664","advertising",1,0,1
"5665","advisers",0,1,1
"5666","advising",1,0,1
"5667","advocacy",1,0,1
"5668","affection",1,0,1
"5669","affectionate",1,0,1
"5670","affirm",1,0,1
"5671","affirmatives",1,0,1
"5672","affirming",0,1,1
"5673","affirms",1,0,1
"5674","affliction",0,1,1
"5675","afflictions",0,1,1
"5676","affording",0,1,1
"5677","afloat",0,1,1
"5678","aforementioned",0,1,1
"5679","afraid",0,1,1
"5680","aft",1,0,1
"5681","agencies",1,0,1
"5682","ages",0,1,1
"5683","aggravation",1,0,1
"5684","aggresses",1,0,1
"5685","aggression",1,0,1
"5686","aggressor",1,0,1
"5687","agreeably",0,1,1
"5688","aide",0,1,1
"5689","aimed",0,1,1
"5690","aiming",0,1,1
"5691","akin",1,0,1
"5692","alarming",1,0,1
"5693","albans",0,1,1
"5694","albee",0,1,1
"5695","albemarle",0,1,1
"5696","alex",0,1,1
"5697","alienage",0,1,1
"5698","alienating",0,1,1
"5699","aliens",0,1,1
"5700","allayed",1,0,1
"5701","allege",1,0,1
"5702","alleged",1,0,1
"5703","alleghenies",0,1,1
"5704","allowances",0,1,1
"5705","alloy",1,0,1
"5706","allude",1,0,1
"5707","alluding",1,0,1
"5708","almanac",0,1,1
"5709","altercation",0,1,1
"5710","altercations",0,1,1
"5711","altering",1,0,1
"5712","alton",0,1,1
"5713","ambulances",0,1,1
"5714","ameliorated",1,0,1
"5715","amenable",0,1,1
"5716","ames",1,0,1
"5717","amicably",0,1,1
"5718","amid",0,1,1
"5719","amidst",1,0,1
"5720","ammunition",0,1,1
"5721","amplification",1,0,1
"5722","amputated",0,1,1
"5723","amused",1,0,1
"5724","analogy",1,0,1
"5725","analysis",1,0,1
"5726","ancestors",1,0,1
"5727","anchor",1,0,1
"5728","andrews",1,0,1
"5729","anecdote",1,0,1
"5730","anguish",0,1,1
"5731","angular",1,0,1
"5732","animate",0,1,1
"5733","ann",1,0,1
"5734","annals",0,1,1
"5735","annexing",1,0,1
"5736","annihilates",1,0,1
"5737","announcing",0,1,1
"5738","annuity",0,1,1
"5739","annul",0,1,1
"5740","annulling",0,1,1
"5741","annum",1,0,1
"5742","anomalous",0,1,1
"5743","antagonism",1,0,1
"5744","antagonisms",1,0,1
"5745","antagonists",1,0,1
"5746","antecedents",1,0,1
"5747","anticipations",0,1,1
"5748","antietam",0,1,1
"5749","antislavery",0,1,1
"5750","antithesis",1,0,1
"5751","antrim",1,0,1
"5752","apalachicola",0,1,1
"5753","aphorism",1,0,1
"5754","apology",1,0,1
"5755","apostrophized",1,0,1
"5756","apparel",0,1,1
"5757","appealing",0,1,1
"5758","appearances",1,0,1
"5759","appetite",1,0,1
"5760","applauded",1,0,1
"5761","appliance",1,0,1
"5762","applications",1,0,1
"5763","appointment.l",1,0,1
"5764","apportion",1,0,1
"5765","apppointment",1,0,1
"5766","appreciated",0,1,1
"5767","apprehended",0,1,1
"5768","apprehending",0,1,1
"5769","apprehensions",0,1,1
"5770","apprehensive",0,1,1
"5771","approached",0,1,1
"5772","appropriately",1,0,1
"5773","appropriates",1,0,1
"5774","approves",1,0,1
"5775","approximated",1,0,1
"5776","apropos",1,0,1
"5777","aqueduct",0,1,1
"5778","arbitrament",0,1,1
"5779","arbitrary",0,1,1
"5780","arch",1,0,1
"5781","archives",0,1,1
"5782","arduous",0,1,1
"5783","argentine",0,1,1
"5784","arguing",1,0,1
"5785","aristocracy",0,1,1
"5786","arithmetic",0,1,1
"5787","arizona",0,1,1
"5788","armament",0,1,1
"5789","armature",0,1,1
"5790","armesy",0,1,1
"5791","arney",1,0,1
"5792","arnold's",0,1,1
"5793","arrears",1,0,1
"5794","arresting",0,1,1
"5795","arrests",0,1,1
"5796","arriving",1,0,1
"5797","arternoon",1,0,1
"5798","artifice",1,0,1
"5799","artisans",0,1,1
"5800","artist",0,1,1
"5801","ascendant",1,0,1
"5802","ascending",1,0,1
"5803","ascribe",0,1,1
"5804","ashes",1,0,1
"5805","ashmer",0,1,1
"5806","ashmun's",1,0,1
"5807","asiatic",0,1,1
"5808","aspects",0,1,1
"5809","assailants",0,1,1
"5810","asses",1,0,1
"5811","assessments",0,1,1
"5812","assiduous",0,1,1
"5813","assignments",0,1,1
"5814","assistants",1,0,1
"5815","assisted",0,1,1
"5816","assuage",0,1,1
"5817","assumptions",0,1,1
"5818","assurances",0,1,1
"5819","assuring",0,1,1
"5820","astonishingly",1,0,1
"5821","astor",0,1,1
"5822","astounded",1,0,1
"5823","atchison",1,0,1
"5824","athens",1,0,1
"5825","atrocities",1,0,1
"5826","attach",1,0,1
"5827","attaching",1,0,1
"5828","attainable",0,1,1
"5829","attainment",0,1,1
"5830","attendance",0,1,1
"5831","attesting",1,0,1
"5832","attract",0,1,1
"5833","attracted",1,0,1
"5834","attractions",0,1,1
"5835","attractive",1,0,1
"5836","attributed",0,1,1
"5837","attributes",0,1,1
"5838","auditor's",1,0,1
"5839","aught",0,1,1
"5840","augments",1,0,1
"5841","augusta",0,1,1
"5842","augustine",0,1,1
"5843","auspices",0,1,1
"5844","austria",0,1,1
"5845","authentic",1,0,1
"5846","authenticity",0,1,1
"5847","authorizing",1,0,1
"5848","authorship",1,0,1
"5849","autobiography",1,0,1
"5850","avail",0,1,1
"5851","availed",0,1,1
"5852","averaged",1,0,1
"5853","averell",0,1,1
"5854","averted",0,1,1
"5855","aves",0,1,1
"5856","avocations",0,1,1
"5857","avowedly",1,0,1
"5858","avows",1,0,1
"5859","awaiting",0,1,1
"5860","awake",1,0,1
"5861","award",0,1,1
"5862","awe",1,0,1
"5863","ax",1,0,1
"5864","axioms",1,0,1
"5865","babcock",0,1,1
"5866","baby",1,0,1
"5867","bach",0,1,1
"5868","backers",1,0,1
"5869","badge",1,0,1
"5870","baffle",1,0,1
"5871","bag",0,1,1
"5872","bagatelle",1,0,1
"5873","bailhache",1,0,1
"5874","baillie",0,1,1
"5875","baker's",1,0,1
"5876","balances",1,0,1
"5877","baler",0,1,1
"5878","balls",0,1,1
"5879","ban",1,0,1
"5880","banished",0,1,1
"5881","bankrupt",1,0,1
"5882","banks's",0,1,1
"5883","banner",1,0,1
"5884","banning",0,1,1
"5885","banquet",1,0,1
"5886","baptist",1,0,1
"5887","baptized",1,0,1
"5888","barbary",0,1,1
"5889","barbecues",1,0,1
"5890","barge",1,0,1
"5891","barges",1,0,1
"5892","bark",1,0,1
"5893","barnburners",1,0,1
"5894","barren",0,1,1
"5895","barret's",1,0,1
"5896","barricaded",0,1,1
"5897","bartlett",0,1,1
"5898","basing",1,0,1
"5899","bates",0,1,1
"5900","bats",1,0,1
"5901","battling",0,1,1
"5902","bean",1,0,1
"5903","beans",1,0,1
"5904","bearded",1,0,1
"5905","beardless",1,0,1
"5906","beardstown",1,0,1
"5907","bearers",0,1,1
"5908","bearings",0,1,1
"5909","beattie",0,1,1
"5910","beck",1,0,1
"5911","beclouds",1,0,1
"5912","bed",1,0,1
"5913","beer",0,1,1
"5914","befall",1,0,1
"5915","befog",1,0,1
"5916","begetting",1,0,1
"5917","begged",1,0,1
"5918","beguile",0,1,1
"5919","behemoth",1,0,1
"5920","belgians",0,1,1
"5921","believers",0,1,1
"5922","believingly",0,1,1
"5923","belittle",1,0,1
"5924","belligerents",0,1,1
"5925","bells",1,0,1
"5926","ben",0,1,1
"5927","bench",1,0,1
"5928","bends",1,0,1
"5929","beneficially",0,1,1
"5930","benefited",0,1,1
"5931","benighted",1,0,1
"5932","benton",1,0,1
"5933","bering",0,1,1
"5934","berlin",1,0,1
"5935","beset",0,1,1
"5936","bestowed",1,0,1
"5937","betrayed",1,0,1
"5938","betters",1,0,1
"5939","bewailed",0,1,1
"5940","bewildered",1,0,1
"5941","bibles",1,0,1
"5942","bickerings",1,0,1
"5943","bier",1,0,1
"5944","billion",1,0,1
"5945","billows",1,0,1
"5946","biographies",1,0,1
"5947","biography",1,0,1
"5948","birdsall",1,0,1
"5949","birthplace",1,0,1
"5950","birthrights",0,1,1
"5951","bite",1,0,1
"5952","blackletter",1,0,1
"5953","blackwater",0,1,1
"5954","bladder",1,0,1
"5955","blamed",0,1,1
"5956","blasted",0,1,1
"5957","blaze",1,0,1
"5958","bled",1,0,1
"5959","bleed",1,0,1
"5960","blest",1,0,1
"5961","blinds",1,0,1
"5962","blizzard",0,1,1
"5963","block",1,0,1
"5964","blocked",1,0,1
"5965","bloodshed",1,0,1
"5966","blue",1,0,1
"5967","blunders",1,0,1
"5968","blustering",1,0,1
"5969","boards",1,0,1
"5970","boars",1,0,1
"5971","boast",1,0,1
"5972","boasted",1,0,1
"5973","boatmen",1,0,1
"5974","bodies",0,1,1
"5975","boisseau's",0,1,1
"5976","bolder",1,0,1
"5977","bolivar",1,0,1
"5978","bolivia",0,1,1
"5979","bolted",1,0,1
"5980","bolters",1,0,1
"5981","bolting",1,0,1
"5982","bombs",0,1,1
"5983","bond's",1,0,1
"5984","bondsman's",0,1,1
"5985","boon",1,0,1
"5986","boone",1,0,1
"5987","boonville",1,0,1
"5988","boot",1,0,1
"5989","boots",1,0,1
"5990","bordering",0,1,1
"5991","bored",1,0,1
"5992","borrowing",1,0,1
"5993","bosom",0,1,1
"5994","bosoms",1,0,1
"5995","bottoms",1,0,1
"5996","bounteously",1,0,1
"5997","bowie",1,0,1
"5998","box",1,0,1
"5999","boyle's",0,1,1
"6000","brady",1,0,1
"6001","bravely",1,0,1
"6002","brayton",1,0,1
"6003","brazilian",0,1,1
"6004","breaks",1,0,1
"6005","breathless",1,0,1
"6006","bred",1,0,1
"6007","breed",1,0,1
"6008","breeders",1,0,1
"6009","breeding",1,0,1
"6010","breezes",1,0,1
"6011","bribe",1,0,1
"6012","bridles",0,1,1
"6013","briefed",0,1,1
"6014","briefer",1,0,1
"6015","briefest",0,1,1
"6016","brigadier",0,1,1
"6017","brighter",0,1,1
"6018","brightly",1,0,1
"6019","brightness",1,0,1
"6020","brimfield",1,0,1
"6021","bristling",1,0,1
"6022","britannic",0,1,1
"6023","broader",1,0,1
"6024","broadwell",0,1,1
"6025","broils",1,0,1
"6026","brooding",1,0,1
"6027","brooms",1,0,1
"6028","brother's",1,0,1
"6029","brotherhood",1,0,1
"6030","brunswick",0,1,1
"6031","brussels",0,1,1
"6032","brutal",1,0,1
"6033","brute",1,0,1
"6034","buena",1,0,1
"6035","buffaloes",1,0,1
"6036","builder",1,0,1
"6037","bulky",0,1,1
"6038","bulldog",0,1,1
"6039","bullet",1,0,1
"6040","bullion",0,1,1
"6041","bully",1,0,1
"6042","bunker",1,0,1
"6043","buoying",1,0,1
"6044","bureaus",0,1,1
"6045","buren's",1,0,1
"6046","burens",1,0,1
"6047","burkesville",0,1,1
"6048","burkevllle",0,1,1
"6049","burks",0,1,1
"6050","burnt",1,0,1
"6051","bushwhackers",0,1,1
"6052","busy",0,1,1
"6053","butcher's",1,0,1
"6054","butter",1,0,1
"6055","button",0,1,1
"6056","buyer",1,0,1
"6057","buys",1,0,1
"6058","cairo",0,1,1
"6059","calculation",1,0,1
"6060","calculations",1,0,1
"6061","calendar",1,0,1
"6062","cambridge",0,1,1
"6063","cameron",0,1,1
"6064","campaigners",1,0,1
"6065","campbell's",0,1,1
"6066","canadian",0,1,1
"6067","cancel",1,0,1
"6068","cancer",1,0,1
"6069","candidly",1,0,1
"6070","canfield",1,0,1
"6071","cannonade",0,1,1
"6072","canoll",0,1,1
"6073","canonical",1,0,1
"6074","canonized",1,0,1
"6075","canvassed",0,1,1
"6076","canvassing",0,1,1
"6077","capitalists",0,1,1
"6078","capitalization",0,1,1
"6079","capitulation",0,1,1
"6080","caprice",1,0,1
"6081","capricious",0,1,1
"6082","captivating",1,0,1
"6083","captors",1,0,1
"6084","capturing",0,1,1
"6085","cardinal",1,0,1
"6086","cared",1,0,1
"6087","cares",0,1,1
"6088","carl",0,1,1
"6089","carlyle",1,0,1
"6090","carolinian",1,0,1
"6091","carolinians",1,0,1
"6092","carrier",1,0,1
"6093","carter",0,1,1
"6094","cartridge",0,1,1
"6095","cassius",1,0,1
"6096","casting",1,0,1
"6097","casualties",0,1,1
"6098","cat's",1,0,1
"6099","catching",1,0,1
"6100","categorical",0,1,1
"6101","catholics",1,0,1
"6102","catlettsburg",0,1,1
"6103","catspaws",1,0,1
"6104","caught",1,0,1
"6105","causelessly",1,0,1
"6106","caviling",0,1,1
"6107","cavils",0,1,1
"6108","ceaselessly",1,0,1
"6109","cede",1,0,1
"6110","ceding",1,0,1
"6111","celebration",1,0,1
"6112","cemetery",0,1,1
"6113","censurable",1,0,1
"6114","censure",1,0,1
"6115","censured",0,1,1
"6116","centralia",0,1,1
"6117","cerro",1,0,1
"6118","certify",1,0,1
"6119","certiorari",1,0,1
"6120","cf",0,1,1
"6121","ch'n",1,0,1
"6122","chained",1,0,1
"6123","challenging",1,0,1
"6124","changeless",1,0,1
"6125","chaparral",1,0,1
"6126","chapin's",0,1,1
"6127","chaplain",0,1,1
"6128","characteristic",0,1,1
"6129","characterize",0,1,1
"6130","characterizes",0,1,1
"6131","charging",1,0,1
"6132","charms",1,0,1
"6133","charred",0,1,1
"6134","chartering",1,0,1
"6135","chattahoochee",0,1,1
"6136","cheapest",1,0,1
"6137","cheaply",1,0,1
"6138","cheatham",0,1,1
"6139","cheats",1,0,1
"6140","cheered",0,1,1
"6141","cheerful",0,1,1
"6142","cheering",0,1,1
"6143","cheese",1,0,1
"6144","cherishing",1,0,1
"6145","cherrystone",0,1,1
"6146","chester",0,1,1
"6147","chestnuts",1,0,1
"6148","chickahominy",0,1,1
"6149","chickens",1,0,1
"6150","chiefest",0,1,1
"6151","childhood",1,0,1
"6152","children's",0,1,1
"6153","chilean",0,1,1
"6154","chill",1,0,1
"6155","chimneys",1,0,1
"6156","choate",1,0,1
"6157","choate's",1,0,1
"6158","choke",0,1,1
"6159","cholera",1,0,1
"6160","chords",1,0,1
"6161","chose",0,1,1
"6162","chris",1,0,1
"6163","christians",1,0,1
"6164","chronologic",0,1,1
"6165","churchill",0,1,1
"6166","cinnabar",0,1,1
"6167","circular",1,0,1
"6168","circulate",1,0,1
"6169","cite",0,1,1
"6170","cited",1,0,1
"6171","citizenship",0,1,1
"6172","civic",0,1,1
"6173","clair",1,0,1
"6174","clark",1,0,1
"6175","clause",1,0,1
"6176","claws",1,0,1
"6177","claybrook",0,1,1
"6178","clean",1,0,1
"6179","clearance",0,1,1
"6180","clearing",0,1,1
"6181","cleaver",1,0,1
"6182","clergyman",1,0,1
"6183","clerical",0,1,1
"6184","cleveland",1,0,1
"6185","clever",1,0,1
"6186","client's",1,0,1
"6187","clift",1,0,1
"6188","climax",1,0,1
"6189","clime",1,0,1
"6190","cling",1,0,1
"6191","clings",1,0,1
"6192","clinton",1,0,1
"6193","closer",0,1,1
"6194","closes",1,0,1
"6195","cloth",0,1,1
"6196","clothed",0,1,1
"6197","clothes",0,1,1
"6198","clouds",0,1,1
"6199","club",1,0,1
"6200","clung",1,0,1
"6201","coachman",0,1,1
"6202","coarseness",1,0,1
"6203","coaxing",0,1,1
"6204","cobb",0,1,1
"6205","cobbled",0,1,1
"6206","cock",1,0,1
"6207","cockade",1,0,1
"6208","codding",1,0,1
"6209","coercing",1,0,1
"6210","coercion",0,1,1
"6211","coffee",1,0,1
"6212","coinciding",1,0,1
"6213","collamer",1,0,1
"6214","collaterally",0,1,1
"6215","collaterals",0,1,1
"6216","collectively",1,0,1
"6217","colleges",0,1,1
"6218","collingsworth",1,0,1
"6219","collins",0,1,1
"6220","collisions",1,0,1
"6221","colorado",0,1,1
"6222","combining",1,0,1
"6223","cometh",0,1,1
"6224","comforted",1,0,1
"6225","comforts",1,0,1
"6226","commandant",0,1,1
"6227","commandants",0,1,1
"6228","commemorate",1,0,1
"6229","commendations",0,1,1
"6230","commending",0,1,1
"6231","commensurate",0,1,1
"6232","commiserating",0,1,1
"6233","commissary",0,1,1
"6234","commissioned",0,1,1
"6235","committal",0,1,1
"6236","committing",0,1,1
"6237","commonly",1,0,1
"6238","commotions",1,0,1
"6239","commuted",0,1,1
"6240","companions",1,0,1
"6241","compare",1,0,1
"6242","compass",1,0,1
"6243","compassion",0,1,1
"6244","competency",0,1,1
"6245","competition",1,0,1
"6246","competitor",1,0,1
"6247","compiler",1,0,1
"6248","complainant",1,0,1
"6249","complainingly",1,0,1
"6250","complains",0,1,1
"6251","complex",0,1,1
"6252","complicity",0,1,1
"6253","complimentary",0,1,1
"6254","complimented",1,0,1
"6255","compliments",0,1,1
"6256","comport",0,1,1
"6257","composing",1,0,1
"6258","compound",1,0,1
"6259","compounded",0,1,1
"6260","comprehension",1,0,1
"6261","comprehensive",0,1,1
"6262","comprising",1,0,1
"6263","compulsion",1,0,1
"6264","compulsory",0,1,1
"6265","comrades",0,1,1
"6266","con",1,0,1
"6267","conceal",0,1,1
"6268","conceals",1,0,1
"6269","conceded",1,0,1
"6270","conceding",1,0,1
"6271","conceiving",1,0,1
"6272","concentrate",0,1,1
"6273","concentrated",1,0,1
"6274","conception",1,0,1
"6275","concert",0,1,1
"6276","concessions",1,0,1
"6277","conciliate",0,1,1
"6278","conciliated",0,1,1
"6279","conciliatory",0,1,1
"6280","concisely",1,0,1
"6281","concluding",0,1,1
"6282","concrete",1,0,1
"6283","concretely",1,0,1
"6284","concubinage",1,0,1
"6285","concurrent",0,1,1
"6286","condemns",0,1,1
"6287","condensed",1,0,1
"6288","conditional",0,1,1
"6289","condolence",1,0,1
"6290","conduces",0,1,1
"6291","confederates",0,1,1
"6292","conferences",0,1,1
"6293","conferring",1,0,1
"6294","confessed",1,0,1
"6295","confessions",0,1,1
"6296","confide",1,0,1
"6297","confine",1,0,1
"6298","confiscate",1,0,1
"6299","confiscated",0,1,1
"6300","conflicts",0,1,1
"6301","conformed",0,1,1
"6302","confront",0,1,1
"6303","confuse",0,1,1
"6304","confused",1,0,1
"6305","congratulations",0,1,1
"6306","congregation",0,1,1
"6307","conley",0,1,1
"6308","connecting",0,1,1
"6309","connivance",0,1,1
"6310","connor",0,1,1
"6311","conscientious",0,1,1
"6312","conscription",0,1,1
"6313","consecrate",0,1,1
"6314","consecration",0,1,1
"6315","consenting",1,0,1
"6316","considerations",1,0,1
"6317","consign",1,0,1
"6318","consisted",0,1,1
"6319","conspicuous",1,0,1
"6320","conspiracy",1,0,1
"6321","constituencies",1,0,1
"6322","constituent",1,0,1
"6323","constituting",0,1,1
"6324","constrain",0,1,1
"6325","constraints",0,1,1
"6326","constructed",0,1,1
"6327","constructs",1,0,1
"6328","construing",1,0,1
"6329","consulates",0,1,1
"6330","consult",0,1,1
"6331","consultations",0,1,1
"6332","consumptive",1,0,1
"6333","contemplate",0,1,1
"6334","contemplates",0,1,1
"6335","contemporaneous",1,0,1
"6336","contemporary",0,1,1
"6337","conterminous",0,1,1
"6338","context",1,0,1
"6339","continental",1,0,1
"6340","contingencies",0,1,1
"6341","contingency",1,0,1
"6342","continual",1,0,1
"6343","continuance",1,0,1
"6344","continuation",0,1,1
"6345","contra",0,1,1
"6346","contracting",1,0,1
"6347","contradictions",1,0,1
"6348","contrast",1,0,1
"6349","contravene",0,1,1
"6350","contribution",0,1,1
"6351","controller",1,0,1
"6352","controversies",0,1,1
"6353","convening",0,1,1
"6354","conventional",0,1,1
"6355","conversions",0,1,1
"6356","converts",1,0,1
"6357","conveyed",0,1,1
"6358","conveying",0,1,1
"6359","conveys",1,0,1
"6360","convicting",1,0,1
"6361","convictions",1,0,1
"6362","convincing",1,0,1
"6363","convulsion",0,1,1
"6364","convulsions",1,0,1
"6365","cooler",1,0,1
"6366","coolly",1,0,1
"6367","cooper",0,1,1
"6368","cooperating",1,0,1
"6369","coordinate",1,0,1
"6370","copied",1,0,1
"6371","corby",0,1,1
"6372","cord",0,1,1
"6373","cordage",0,1,1
"6374","cordon",1,0,1
"6375","corinth",0,1,1
"6376","corner",1,0,1
"6377","corporal",1,0,1
"6378","correcting",0,1,1
"6379","correctness",1,0,1
"6380","corresponded",0,1,1
"6381","correspondent",1,0,1
"6382","correspondents",1,0,1
"6383","corroboration",1,0,1
"6384","corse",0,1,1
"6385","cos",0,1,1
"6386","costly",0,1,1
"6387","council",1,0,1
"6388","countenancing",1,0,1
"6389","counterfeit",1,0,1
"6390","countermanded",0,1,1
"6391","countersigned",0,1,1
"6392","couple",0,1,1
"6393","coupled",1,0,1
"6394","courier",1,0,1
"6395","courteously",0,1,1
"6396","courtesy",1,0,1
"6397","covers",0,1,1
"6398","cowardly",1,0,1
"6399","crack",1,0,1
"6400","cradle",1,0,1
"6401","crafty",1,0,1
"6402","cranberry",1,0,1
"6403","crawford",1,0,1
"6404","crawled",1,0,1
"6405","crawling",1,0,1
"6406","crawls",1,0,1
"6407","creating",0,1,1
"6408","credentials",0,1,1
"6409","credible",1,0,1
"6410","creditors",0,1,1
"6411","creek",1,0,1
"6412","creep",1,0,1
"6413","crept",0,1,1
"6414","crises",1,0,1
"6415","criticized",0,1,1
"6416","criticizing",1,0,1
"6417","crittenden",1,0,1
"6418","crook",0,1,1
"6419","crossed",1,0,1
"6420","crosses",1,0,1
"6421","crossing",0,1,1
"6422","crowded",1,0,1
"6423","crucify",1,0,1
"6424","cruelly",1,0,1
"6425","cruelty",0,1,1
"6426","cruising",0,1,1
"6427","crushed",0,1,1
"6428","crushes",1,0,1
"6429","cruz",1,0,1
"6430","crying",1,0,1
"6431","cultivating",1,0,1
"6432","cup",0,1,1
"6433","curiosities",1,0,1
"6434","curious",1,0,1
"6435","curse",1,0,1
"6436","curve",1,0,1
"6437","custis",0,1,1
"6438","dabbling",1,0,1
"6439","dabney's",0,1,1
"6440","dakota",0,1,1
"6441","dalliance",1,0,1
"6442","dally",1,0,1
"6443","damned",0,1,1
"6444","damning",1,0,1
"6445","dan",0,1,1
"6446","danforth",0,1,1
"6447","dared",1,0,1
"6448","darien",0,1,1
"6449","data",0,1,1
"6450","daughter",1,0,1
"6451","dawson",0,1,1
"6452","dayton's",1,0,1
"6453","deacon",0,1,1
"6454","dealer's",1,0,1
"6455","deals",1,0,1
"6456","dearer",1,0,1
"6457","debare",0,1,1
"6458","debate",1,0,1
"6459","debated",0,1,1
"6460","debater",1,0,1
"6461","debauches",1,0,1
"6462","debtors",0,1,1
"6463","decatur",1,0,1
"6464","deceitful",1,0,1
"6465","decency",1,0,1
"6466","decent",1,0,1
"6467","decisive",0,1,1
"6468","decisively",1,0,1
"6469","declining",1,0,1
"6470","decrease",0,1,1
"6471","deduce",1,0,1
"6472","deduct",0,1,1
"6473","deducting",0,1,1
"6474","deduction",1,0,1
"6475","deeemd",0,1,1
"6476","deeming",0,1,1
"6477","deepening",1,0,1
"6478","defaulters",1,0,1
"6479","defective",1,0,1
"6480","defects",1,0,1
"6481","defended",1,0,1
"6482","defer",1,0,1
"6483","deferred",0,1,1
"6484","deferring",1,0,1
"6485","deficiencies",0,1,1
"6486","definitive",0,1,1
"6487","degeneracy",1,0,1
"6488","degradation",1,0,1
"6489","degraded",1,0,1
"6490","del",1,0,1
"6491","delafield",0,1,1
"6492","delays",1,0,1
"6493","deliberations",0,1,1
"6494","delighted",1,0,1
"6495","demanding",1,0,1
"6496","demerit",1,0,1
"6497","demon",1,0,1
"6498","demonstrate",1,0,1
"6499","demonstrates",1,0,1
"6500","demonstration",0,1,1
"6501","demoralization",1,0,1
"6502","demur",1,0,1
"6503","demurrer",1,0,1
"6504","denmark",0,1,1
"6505","dennison",0,1,1
